provision_id,article_number,label,level,text,source_document
ART_41_P3,41,41(3),paragraph,Activities may be subcontracted or carried out by a subsidiary only with the agreement of the manufacturer.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_41_P4,41,41(4),paragraph,Notified bodies shall keep at the disposal of the notifying authority the relevant documents concerning the assessment of the qualifications of the subcontractor or the subsidiary and the work carried out by them under this Regulation.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_42_P1,42,42(1),paragraph,A conformity assessment body shall submit an application for notification to the notifying authority of the Member State in which it is established.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_42_P2,42,42(2),paragraph,"That application shall be accompanied by a description of the conformity assessment activities, the conformity assessment procedure or procedures and the product or products with digital elements for which that body claims to be competent, as well as, where applicable, by an accreditation certificate issued by a national accreditation body attesting that the conformity assessment body fulfils the requirements laid down in Article 39.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_42_P3,42,42(3),paragraph,"Where the conformity assessment body concerned cannot provide an accreditation certificate, it shall provide the notifying authority with all the documentary evidence necessary for the verification, recognition and regular monitoring of its compliance with the requirements laid down in Article 39.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_43_P1,43,43(1),paragraph,Notifying authorities shall notify only conformity assessment bodies which have satisfied the requirements laid down in Article 39.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_43_P2,43,43(2),paragraph,The notifying authority shall notify the Commission and the other Member States using the New Approach Notified and Designated Organisations information system developed and managed by the Commission.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_43_P3,43,43(3),paragraph,"The notification shall include full details of the conformity assessment activities, the conformity assessment module or modules and product or products with digital elements concerned and the relevant attestation of competence.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_43_P4,43,43(4),paragraph,"Where a notification is not based on an accreditation certificate as referred to in Article 42(2), the notifying authority shall provide the Commission and the other Member States with documentary evidence which attests to the conformity assessment body’s competence and the arrangements in place to ensure that that body will be monitored regularly and will continue to satisfy the requirements laid down in Article 39.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_43_P5,43,43(5),paragraph,The body concerned may perform the activities of a notified body only where no objections are raised by the Commission or the other Member States within two weeks of a notification where an accreditation certificate is used or within two months of a notification where accreditation is not used.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_43_P5_S1,43,43(5) subparagraph 1,subparagraph,Only such a body shall be considered to be a notified body for the purposes of this Regulation.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_43_P6,43,43(6),paragraph,The Commission and the other Member States shall be notified of any subsequent relevant changes to the notification.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_44_P1,44,44(1),paragraph,The Commission shall assign an identification number to a notified body.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_44_P1_S1,44,44(1) subparagraph 1,subparagraph,It shall assign a single such number even where the body is notified under several Union legal acts.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_44_P2,44,44(2),paragraph,"The Commission shall make publicly available the list of the bodies notified under this Regulation, including the identification numbers that have been allocated to them and the activities for which they have been notified.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_44_P2_S1,44,44(2) subparagraph 1,subparagraph,The Commission shall ensure that that list is kept up to date.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_45_P1,45,45(1),paragraph,"Where a notifying authority has ascertained or has been informed that a notified body no longer meets the requirements laid down in Article 39, or that it is failing to fulfil its obligations, the notifying authority shall restrict, suspend or withdraw notification as appropriate, depending on the seriousness of the failure to meet those requirements or fulfil those obligations. It shall immediately inform the Commission and the other Member States accordingly.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_45_P2,45,45(2),paragraph,"In the event of restriction, suspension or withdrawal of notification, or where the notified body has ceased its activity, the notifying Member State shall take appropriate steps to ensure that the files of that body are either processed by another notified body or kept available for the responsible notifying and market surveillance authorities at their request.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_46_P1,46,46(1),paragraph,"The Commission shall investigate all cases where it doubts, or where doubt is brought to its attention regarding, the competence of a notified body to meet, or the continued fulfilment by a notified body of, the requirements and responsibilities to which it is subject.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_46_P2,46,46(2),paragraph,"The notifying Member State shall provide the Commission, on request, with all information relating to the basis for the notification or the maintenance of the competence of the body concerned.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_46_P3,46,46(3),paragraph,The Commission shall ensure that all sensitive information obtained in the course of its investigations is treated confidentially.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_46_P4,46,46(4),paragraph,"Where the Commission ascertains that a notified body does not meet or no longer meets the requirements for its notification, it shall inform the notifying Member State accordingly and request it to take the necessary corrective measures, including de-notification if necessary.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_47_P1,47,47(1),paragraph,Notified bodies shall carry out conformity assessments in accordance with the conformity assessment procedures provided for in Article 32 and Annex VIII.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_47_P2,47,47(2),paragraph,"Conformity assessments shall be carried out in a proportionate manner, avoiding unnecessary burdens for economic operators. Conformity assessment bodies shall perform their activities taking due account of the size of undertakings, in particular as regards microenterprises and small and medium-sized enterprises, the sector in which they operate, their structure, their degree of complexity and the cybersecurity risk level of the products with digital elements and technology in question and the mass or serial nature of the production process.",KB 2/Europe/EU Cyber Resilience Act.pdf
