point_of_focus_id,criterion_ref,sequence,name,text,applicability,subgrouping,source_document
POF-CC3.1-POF14,CC3.1,14,Reflects External Laws and Regulations,"Reflects External Laws and Regulations — Laws and regulations establish minimum standards of conduct, which the entity integrates into compliance objectives.",Points of focus specified in the COSO framework:,Compliance Objectives,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.1-POF15,CC3.1,15,Considers Tolerances for Risk,Considers Tolerances for Risk — Management considers the acceptable levels of variation relative to the achievement of operations objectives.,Points of focus specified in the COSO framework:,Compliance Objectives,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.1-POF16,CC3.1,16,Establishes Sub-objectives to Support Objectives,"Establishes Sub-objectives to Support Objectives — Management identifies sub- objectives related to security, availability, processing integrity, confidentiality, and privacy to support the achievement of the entity’s objectives related to reporting, operations, and compliance.",Additional point of focus specifically related to all engagements using the trust services criteria:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF01,CC3.2,1,"Includes Entity, Subsidiary, Division, Operating Unit, and Functional Levels","Includes Entity, Subsidiary, Division, Operating Unit, and Functional Levels — The entity identifies and assesses risk at the entity, subsidiary, division, operating unit, and functional levels relevant to the achievement of objectives.",Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF02,CC3.2,2,Analyzes Internal and External Factors,Analyzes Internal and External Factors — Risk identification considers both internal and external factors and their impact on the achievement of objectives.,Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF03,CC3.2,3,Involves Appropriate Levels of Management,Involves Appropriate Levels of Management — The entity puts into place effective risk assessment mechanisms that involve appropriate levels of management.,Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF04,CC3.2,4,Estimates Significance of Risks Identified,Estimates Significance of Risks Identified — Identified risks are analyzed through a process that includes estimating the potential significance of the risk.,Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF05,CC3.2,5,Determines How to Respond to Risks,"Determines How to Respond to Risks — Risk assessment includes considering how the risk should be managed and whether to accept, avoid, reduce, or share the risk.",Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF06,CC3.2,6,Identifies and Assesses Criticality of Information Assets and Identifies Threats and Vulnerabilities,"Identifies and Assesses Criticality of Information Assets and Identifies Threats and Vulnerabilities — The entity's risk identification and assessment process includes (1) identifying information assets, including physical devices and systems, virtual devices, software, data and data flows, external information systems, and organizational roles; (2) assessing the criticality of those information assets; (3) identifying the threats to the assets from intentional (including malicious) and unintentional acts and environmental events; and (4) identifying the vulnerabilities of the identified assets.",Additional points of focus specifically related to all engagements using the trust services criteria:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF07,CC3.2,7,"Analyzes Threats and Vulnerabilities From Vendors, Business Partners, and Other Parties","Analyzes Threats and Vulnerabilities From Vendors, Business Partners, and Other Parties — The entity's risk assessment process includes the analysis of potential threats and vulnerabilities arising from vendors providing goods and services, as well as threats and vulnerabilities arising from business partners, customers, and others with access to the entity's information systems.",Additional points of focus specifically related to all engagements using the trust services criteria:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.2-POF08,CC3.2,8,Considers the Significance of the Risk,"Considers the Significance of the Risk — The entity’s consideration of the potential significance of the identified risks includes (1) determining the criticality of identified assets in meeting objectives; (2) assessing the impact of identified threats and vulnerabilities in meeting objectives; (3) assessing the likelihood of identified threats; and (4) determining the risk associated with assets based on asset criticality, threat impact, and likelihood.",Additional points of focus specifically related to all engagements using the trust services criteria:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.3-POF01,CC3.3,1,Considers Various Types of Fraud,"Considers Various Types of Fraud — The assessment of fraud considers fraudulent reporting, possible loss of assets, and corruption resulting from the various ways that fraud and misconduct can occur.",Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.3-POF02,CC3.3,2,Assesses Incentives and Pressures,Assesses Incentives and Pressures — The assessment of fraud risks considers incentives and pressures.,Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.3-POF03,CC3.3,3,Assesses Opportunities,"Assesses Opportunities — The assessment of fraud risk considers opportunities for unauthorized acquisition, use, or disposal of assets, altering the entity’s reporting records, or committing other inappropriate acts.",Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC3.3-POF04,CC3.3,4,Assesses Attitudes and Rationalizations,Assesses Attitudes and Rationalizations — The assessment of fraud risk considers how management and other personnel might engage in or justify inappropriate actions.,Points of focus specified in the COSO framework:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
